program	date	commit	size_cells	delta_cells	plot_delta_cells	change_kind	validation	plot	exclusion	reason	evidence
tic-tac-toe-4x4	2026-07-11T16:15:42+03:00	bd956cc50826811146a2c1bbe7cd919ee29c080f	120	-8	-8	invalid_architecture_specific	invalidated	1		Расширили packed-line pipeline до 120 клеток	bd956cc50826811146a2c1bbe7cd919ee29c080f:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 120},
tic-tac-toe-4x4	2026-07-11T19:22:59+03:00	39fe108ce30348d517ad1fbbfed6743f20fc21e3	181	61	61	safety_fix	historical_record	1		Удалили распознавание packed-line архитектуры и закрепили полный observable UI	39fe108ce30348d517ad1fbbfed6743f20fc21e3:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 181},
tic-tac-toe-4x4	2026-07-11T20:12:05+03:00	598057651da7e511a836d18b1f3961ab748c15f8	166	-15	-15	optimization	historical_record	1		Добавили универсальный signed grid_norm и короткую domain-proved внутреннюю нормализацию	598057651da7e511a836d18b1f3961ab748c15f8:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 166},
tic-tac-toe-4x4	2026-07-11T21:52:12+03:00	5ca68939f6a10dd052f930e39b19eeec2b9feb0c	163	-3	-3	optimization	historical_record	1		Универсальный natural-target layout разместил helper по адресу стабильного внутреннего preload после полного CFG/return-stack proof	5ca68939f6a10dd052f930e39b19eeec2b9feb0c:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 163},
tic-tac-toe-4x4	2026-07-12T04:34:29+03:00	2e8f1c34621f7f9728514d1a0ad00c75c289dc16	154	-9	-9	optimization	historical_record	1		Добавили универсальные X-entry/tail-forwarding для typed grid wrappers и позднее сравнение proof-gated финальных раскладок curated candidates	2e8f1c34621f7f9728514d1a0ad00c75c289dc16:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 154},
tic-tac-toe-4x4	2026-07-15T18:15:32+03:00	4c79c0d50e1a30c4e1f19e1e71c2e4d5c28de95d	153	-1	-1	optimization	historical_record	1		Исправили общие optimizer size regressions и decimal power folding; proof-backed итог сократился ещё на клетку	4c79c0d50e1a30c4e1f19e1e71c2e4d5c28de95d:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 153},
tic-tac-toe-4x4	2026-07-16T00:26:40+03:00	051533c27d7b32a821c797f12ed83ad5e2033d38	151	-2	-2	optimization	historical_record	1		Улучшили универсальную раскладку natural-target components и совместный выбор стабильных helper addresses	051533c27d7b32a821c797f12ed83ad5e2033d38:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 151},
tic-tac-toe-4x4	2026-07-16T08:56:20+03:00	6ad1ec0a634ecf23f21394b29483dbab9fa7cc70	144	-7	-7	optimization	historical_record	1		Совместили стековую передачу старого значения банка и перераспределение селекторов в финальной раскладке.	6ad1ec0a634ecf23f21394b29483dbab9fa7cc70:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 144},
tic-tac-toe-4x4	2026-07-16T12:53:52+03:00	2cfad461ad43aa230921a01aaf8a7242e93c888d	142	-2	-2	optimization	historical_record	1		Выбрали эквивалентную константу cell_mask с более выгодным адресом helper-а.	2cfad461ad43aa230921a01aaf8a7242e93c888d:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 142},
tic-tac-toe-4x4	2026-07-16T13:41:14+03:00	54ddc0e3fba47db77affd2f5429ac6b5b0c86778	146	4	4	correctness_fix	historical_record	1		Исправили ABI: перед вызовом регистрового helper-а материализовали стековые аргументы; раньше читались устаревшие R1/R2.	54ddc0e3fba47db77affd2f5429ac6b5b0c86778:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 146},
tic-tac-toe-4x4	2026-07-16T15:18:18+03:00	d0eeb38e1d7d6150a8fdc2f0b7977f99022b9a07	145	-1	-1	optimization	historical_record	1		Переиспользовали доказанный ноль между вызовами packed_score.	d0eeb38e1d7d6150a8fdc2f0b7977f99022b9a07:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 145},
tic-tac-toe-4x4	2026-07-16T22:08:19+03:00	77f1660f3ddce8a2c3a92f01f8933aff455777de	144	-1	-1	optimization	historical_record	1		Встроили однократно вызываемые packed-score правила.	77f1660f3ddce8a2c3a92f01f8933aff455777de:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 144},
tic-tac-toe-4x4	2026-07-17T07:11:17+03:00	447c341e9064344972b5fde76680e3d9ce8dcfb1	142	-2	-2	optimization	historical_record	1		Синтезировали дробный косвенный селектор с проверкой конечной адресации.	447c341e9064344972b5fde76680e3d9ce8dcfb1:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 142},
tic-tac-toe-4x4	2026-07-17T23:14:59+03:00	922e73e133dab84d8360dc484cde4f268104f10b	141	-1	-1	optimization	historical_record	1		Объединили одинаковые входы финальной раскладки и выбрали более короткий accumulator.	922e73e133dab84d8360dc484cde4f268104f10b:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 141},
tic-tac-toe-4x4	2026-07-18T12:01:11+03:00	877f4c3a5cfff134a5f648cfdf0efcc9e566cdb5	137	-4	-4	optimization	historical_record	1		Общий каркас с вложенными вызовами и раскладка ограниченных helper-целей сократили обход линий.	877f4c3a5cfff134a5f648cfdf0efcc9e566cdb5:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 137},
nekromant	2026-07-24T11:34:48+03:00	b3c831d29e49bec8d878b32cd48f8f0a6b5d6d25	222			baseline	historical_record	1		Добавили высокоуровневый порт «Некроманта»: начальный размер 222 клетки.	b3c831d29e49bec8d878b32cd48f8f0a6b5d6d25:native/tests/example_sizes_test.cpp |       {"nekromant", 222},
tic-tac-toe-4x4	2026-07-29T13:05:40+03:00	cc122f6e2ad2de9a0979db0f9ef8f5107125d601	136	-1	-1	optimization	historical_record	1		Переиспользовали уже заряженный селектор: прямой вызов заменён одноячеечным косвенным.	cc122f6e2ad2de9a0979db0f9ef8f5107125d601:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 136},
nekromant	2026-08-02T11:23:37+03:00	22d29c56b3237ba893b09088e0b678aff80ea605	186	-36	-36	optimization	historical_record	1		Слили чтение, изменение и запись старшего упакованного разряда через X2.	22d29c56b3237ba893b09088e0b678aff80ea605:native/tests/example_sizes_test.cpp |       {"nekromant", 186},
nekromant	2026-08-04T16:00:27+03:00	667b3313de982bb6ff2569ba7af34d83768af6b6	178	-8	-8	optimization	historical_record	1		Объединили вычисления частного и остатка и переиспользовали общие helper-ы.	667b3313de982bb6ff2569ba7af34d83768af6b6:native/tests/example_sizes_test.cpp |       {"nekromant", 178},
nekromant	2026-08-08T10:09:19+03:00	30054e1c024251825089e1d9a6d22e189155292d	174	-4	-4	optimization	historical_record	1		Слили перестановки упакованных разрядов.	30054e1c024251825089e1d9a6d22e189155292d:native/tests/example_sizes_test.cpp |       {"nekromant", 174},
nekromant	2026-08-08T13:21:22+03:00	f2d37faa9173f64017e625d69bec43dd63203f48	168	-6	-6	optimization	historical_record	1		Отложили сохранение временных значений до момента, когда оно действительно требуется.	f2d37faa9173f64017e625d69bec43dd63203f48:native/tests/example_sizes_test.cpp |       {"nekromant", 168},
nekromant	2026-08-08T14:18:12+03:00	5b0e256423bffea62410dfe410cd0b8f502de5ac	163	-5	-5	optimization	historical_record	1		Убрали повторные записи аргументов функций.	5b0e256423bffea62410dfe410cd0b8f502de5ac:native/tests/example_sizes_test.cpp |       {"nekromant", 163},
nekromant	2026-08-08T15:51:22+03:00	b5ef2725e67f18252acb845ed7b6e3462c08d8b5	159	-4	-4	optimization	historical_record	1		Передали аргументы функций через стек без лишних записей в регистры.	b5ef2725e67f18252acb845ed7b6e3462c08d8b5:native/tests/example_sizes_test.cpp |       {"nekromant", 159},
nekromant	2026-08-09T02:32:50+03:00	93f65ea06dcceacc7d671844b001893996e308f9	155	-4	-4	optimization	historical_record	1		Оставили два аргумента функции с проверкой нуля в X:Y.	93f65ea06dcceacc7d671844b001893996e308f9:native/tests/example_sizes_test.cpp |       {"nekromant", 155},
nekromant	2026-08-09T13:37:53+03:00	d93653ff9d0fb72b706fa7f5af705caedaf4f659	150	-5	-5	optimization	historical_record	1		Совместили раскладку естественных адресов с перенастройкой адресных селекторов.	d93653ff9d0fb72b706fa7f5af705caedaf4f659:native/tests/example_sizes_test.cpp |       {"nekromant", 150},
nekromant	2026-08-12T11:01:09+03:00	59696b2b0345c6dc285e6b18e609adb129102f65	145	-5	-5	optimization	historical_record	1		Доказали диапазоны счётчиков и заменили декремент с проверкой командами F L.	59696b2b0345c6dc285e6b18e609adb129102f65:native/tests/example_sizes_test.cpp |       {"nekromant", 145},
nekromant	2026-08-12T17:58:33+03:00	4cd71c6ca7c2fee942cca08b40a7b23d2858a79a	140	-5	-5	optimization	historical_record	1		Сократили вложенные счётчики и передали полезное значение через Y в обе ветви.	4cd71c6ca7c2fee942cca08b40a7b23d2858a79a:native/tests/example_sizes_test.cpp |       {"nekromant", 140},
nekromant	2026-08-22T01:40:55+03:00	272b30bfac0349283d381488dae897f70a53b165	136	-4	-4	optimization	historical_record	1		Передали значение вызывающей процедуры через стек и убрали лишние записи.	272b30bfac0349283d381488dae897f70a53b165:native/tests/example_sizes_test.cpp |       {"nekromant", 136},
nekromant	2026-08-26T16:09:51+03:00	7600dc408ce78cae4a14f29d2d4c72f00ec69f08	133	-3	-3	optimization	invalidated	1		Совместили упакованные выражения, стековые входы и финальную раскладку. 133 позднее признано некорректным.	7600dc408ce78cae4a14f29d2d4c72f00ec69f08:native/tests/example_sizes_test.cpp |       {"nekromant", 133},
tic-tac-toe-4x4	2026-08-28T07:12:16+03:00	f65d5ef4c90c8e03cab901f940cb6f07befdf691	135	-1	-1	optimization	historical_record	1		Вынесли повторяющуюся загрузку регистра из трёх мест вызова в общий helper.	f65d5ef4c90c8e03cab901f940cb6f07befdf691:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 135},
tic-tac-toe-4x4	2026-08-29T08:09:34+03:00	fb736cd37f684c84e9071898ede4c2f158dea7b8	134	-1	-1	optimization	historical_record	1		Улучшили финальную раскладку; сократили листинг на одну клетку.	fb736cd37f684c84e9071898ede4c2f158dea7b8:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 134},
tic-tac-toe-4x4	2026-08-31T07:04:26+03:00	20fe6ede50ba99cb6d527808e368da7b3c55481c	133	-1	-1	optimization	historical_record	1		Объединили переходы с пустым стеком возвратов.	20fe6ede50ba99cb6d527808e368da7b3c55481c:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 133},
tic-tac-toe-4x4	2026-08-31T20:28:08+03:00	0fc6c6d2d56492bef95c60731c401e33305559ce	128	-5	-5	optimization	historical_record	1		Совместили удаление мёртвых записей, повторных литералов и оптимизацию хвостовых переходов.	0fc6c6d2d56492bef95c60731c401e33305559ce:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 128},
tic-tac-toe-4x4	2026-09-01T22:49:39+03:00	b06d57582d0991cc5cd77a1fee0e4236f1716f46	125	-3	-3	optimization	invalidated	1		Совместили сокращения переходов и helper-ов. Результат 125 позднее признан некорректным.	b06d57582d0991cc5cd77a1fee0e4236f1716f46:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 125},
tic-tac-toe-4x4	2026-09-05T13:44:04+03:00	3de09b0eb3b8a96afa250340d9c7a3748fa693fd	140	15	15	correctness_fix	historical_record	1		Исправили адреса за окном памяти и аппаратный возврат на физический 01. Старые 125/133 неверны; корректные размеры 140/137.	3de09b0eb3b8a96afa250340d9c7a3748fa693fd:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 140},
nekromant	2026-09-05T13:44:04+03:00	3de09b0eb3b8a96afa250340d9c7a3748fa693fd	137	4	4	correctness_fix	historical_record	1		Исправили адреса за окном памяти и аппаратный возврат на физический 01. Старые 125/133 неверны; корректные размеры 140/137.	3de09b0eb3b8a96afa250340d9c7a3748fa693fd:native/tests/example_sizes_test.cpp |       {"nekromant", 137},
tic-tac-toe-4x4	2026-09-05T14:48:14+03:00	ac8dcc354ac28d444cfd4b5f42bf985e5ab0270b	139	-1	-1	optimization	historical_record	1		Сократили точную коррекцию десятичного остатка: 140 → 139.	ac8dcc354ac28d444cfd4b5f42bf985e5ab0270b:native/tests/example_sizes_test.cpp |       {"tic-tac-toe-4x4", 139},
